ID,Sexo,Ciudad,Asistencia,Nota_Final,Situación_Laboral,Nivel_Educativo_Prev,Conectividad_Hogar,Rango_Etario,Estado_Académico
L-2025-1760,F,La Matanza,36,"10,00",No declara,Secundario incompleto,Si,55 y más,Destacado
L-2025-1761,M,Merlo,32,"8,59",Ama de casa / tareas de cuidado,Universitario incompleto,No,25 a 34,Aprobado
L-2025-1762,M,Avellaneda,35,"8,36",Empleado en relación de dependencia,Secundario completo,Si,25 a 34,Aprobado
L-2025-1763,M,La Matanza,35,"8,41",Ama de casa / tareas de cuidado,Terciario en curso,Si,45 a 54,Aprobado
L-2025-1764,F,Lanús,36,"5,39",Monotributista / independiente,Primario incompleto,Si,55 y más,Desaprobado
L-2025-1765,F,Lomas de Zamora,37,"7,66",Monotributista / independiente,Terciario en curso,No,25 a 34,Aprobado
L-2025-1766,M,La Matanza,36,"9,02",Empleo informal,Secundario incompleto,No,25 a 34,Destacado
L-2025-1767,M,Almirante Brown,35,"5,51",Empleo informal,Secundario completo,No,18 a 24,Desaprobado
L-2025-1768,M,Avellaneda,34,"5,62",Ama de casa / tareas de cuidado,Primario completo,No,18 a 24,Desaprobado
L-2025-1769,M,Lanús,37,"8,14",Desempleado,Secundario completo,Si,25 a 34,Aprobado
L-2025-1770,F,Merlo,35,"7,03",Empleado en relación de dependencia,Universitario completo,Si,35 a 44,Aprobado
L-2025-1771,F,Mar del Plata,20,"5,31",Empleado en relación de dependencia,Secundario completo,Si,35 a 44,Desaprobado
L-2025-1772,M,La Matanza,36,"8,12",Empleo informal,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-1773,F,Avellaneda,15,"7,76",Empleado en relación de dependencia,Secundario completo,Si,25 a 34,Aprobado
L-2025-1774,M,Lanús,38,"6,17",Monotributista / independiente,Secundario incompleto,Si,35 a 44,Aprobado
L-2025-1775,M,La Plata,16,"10,00",Empleado en relación de dependencia,Secundario completo,Si,45 a 54,Destacado
L-2025-1776,M,Lanús,33,"5,47",Empleo informal,Secundario incompleto,Si,35 a 44,Desaprobado
L-2025-1777,F,La Matanza,34,"7,84",Empleado en relación de dependencia,Secundario completo,Si,25 a 34,Aprobado
L-2025-1778,M,La Matanza,35,"7,59",Empleado en relación de dependencia,Secundario completo,Si,18 a 24,Aprobado
L-2025-1779,F,La Matanza,31,"6,47",Desempleado,Terciario completo,No,18 a 24,Aprobado
L-2025-1780,F,Mar del Plata,38,"5,00",Empleado en relación de dependencia,Terciario en curso,Si,55 y más,Desaprobado
L-2025-1781,F,La Matanza,32,"5,16",Desempleado,Secundario completo,No,55 y más,Desaprobado
L-2025-1782,M,Avellaneda,31,"4,63",Empleo informal,Sin escolaridad formal,Si,35 a 44,Desaprobado
L-2025-1783,F,Mar del Plata,18,"7,03",Empleado en relación de dependencia,Primario incompleto,Si,45 a 54,Aprobado
L-2025-1784,F,Lomas de Zamora,36,"4,83",Desempleado,Secundario completo,Si,35 a 44,Desaprobado
L-2025-1785,F,Mar del Plata,17,"9,22",Ama de casa / tareas de cuidado,Terciario en curso,Si,55 y más,Destacado
L-2025-1786,M,Mar del Plata,34,"6,29",Monotributista / independiente,Secundario completo,Si,18 a 24,Aprobado
L-2025-1787,F,Avellaneda,35,"5,31",Empleo informal,Primario completo,Si,35 a 44,Desaprobado
L-2025-1788,M,Mar del Plata,37,"7,35",Empleado en relación de dependencia,Secundario incompleto,No,35 a 44,Aprobado
L-2025-1789,M,La Plata,37,"5,20",Desempleado,Secundario incompleto,Si,18 a 24,Desaprobado
L-2025-1790,F,Merlo,34,"5,74",Empleado en relación de dependencia,Secundario completo,Si,35 a 44,Desaprobado
L-2025-1791,F,Mar del Plata,38,"7,18",Trabajos esporádicos,Primario incompleto,Si,25 a 34,Destacado
L-2025-1792,M,La Matanza,32,"5,74",Empleado en relación de dependencia,Secundario completo,No,18 a 24,Desaprobado
L-2025-1793,M,La Matanza,34,"9,40",Ama de casa / tareas de cuidado,Secundario completo,Si,25 a 34,Destacado
L-2025-1794,M,Lomas de Zamora,34,"4,86",Empleo informal,Secundario incompleto,Si,35 a 44,Desaprobado
L-2025-1795,M,General San Martín,35,"5,23",Empleo informal,Secundario completo,Si,35 a 44,Desaprobado
L-2025-1796,F,Almirante Brown,34,"5,75",Monotributista / independiente,Secundario completo,Si,35 a 44,Desaprobado
L-2025-1797,F,Quilmes,35,"5,25",Desempleado,Universitario incompleto,Si,35 a 44,Desaprobado
L-2025-1798,F,Almirante Brown,35,"7,79",Empleado en relación de dependencia,Terciario en curso,Si,25 a 34,Aprobado
L-2025-1799,F,Mar del Plata,36,"9,51",Monotributista / independiente,Secundario completo,Si,25 a 34,Destacado
L-2025-1800,M,Quilmes,35,"10,00",Ama de casa / tareas de cuidado,Secundario incompleto,Si,25 a 34,Destacado
L-2025-1801,F,La Matanza,33,"6,49",Ama de casa / tareas de cuidado,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-1802,M,Avellaneda,34,"8,84",Monotributista / independiente,Terciario en curso,Si,25 a 34,Aprobado
L-2025-1803,M,Avellaneda,36,"7,03",Empleado en relación de dependencia,Primario incompleto,Si,25 a 34,Aprobado
L-2025-1804,F,Almirante Brown,37,"5,62",Empleado en relación de dependencia,Secundario incompleto,Si,35 a 44,Desaprobado
L-2025-1805,M,Quilmes,37,"8,40",Empleo informal,Secundario incompleto,Si,35 a 44,Aprobado
L-2025-1806,M,La Matanza,36,"7,91",Monotributista / independiente,Secundario completo,Si,45 a 54,Aprobado
L-2025-1807,M,La Plata,33,"5,89",Monotributista / independiente,Secundario completo,Si,35 a 44,Desaprobado
L-2025-1808,F,La Matanza,34,"6,46",Empleado en relación de dependencia,Secundario completo,No,35 a 44,Aprobado
L-2025-1809,M,Mar del Plata,36,"7,37",Empleo informal,Terciario completo,Si,18 a 24,Aprobado
L-2025-1810,M,Lomas de Zamora,35,"8,45",Monotributista / independiente,Secundario completo,Si,45 a 54,Aprobado
L-2025-1811,M,Mar del Plata,34,"6,68",Ama de casa / tareas de cuidado,Secundario incompleto,Si,35 a 44,Aprobado
L-2025-1812,M,La Matanza,37,"5,29",Monotributista / independiente,Terciario en curso,Si,25 a 34,Desaprobado
L-2025-1813,M,General San Martín,33,"9,48",Desempleado,Secundario completo,Si,25 a 34,Destacado
L-2025-1814,M,Avellaneda,35,"7,99",Empleo informal,Universitario incompleto,Si,45 a 54,Aprobado
L-2025-1815,M,Almirante Brown,34,"5,47",Ama de casa / tareas de cuidado,Primario completo,Si,45 a 54,Aprobado
L-2025-1816,M,General San Martín,34,"10,00",Ama de casa / tareas de cuidado,Secundario completo,No,25 a 34,Destacado
L-2025-1817,M,Almirante Brown,34,"9,66",Ama de casa / tareas de cuidado,Secundario completo,Si,25 a 34,Destacado
L-2025-1818,M,La Matanza,34,"8,12",Desempleado,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-1819,F,La Matanza,20,"9,75",Ama de casa / tareas de cuidado,Secundario completo,Si,45 a 54,Destacado
L-2025-1820,M,Avellaneda,32,"7,10",Desempleado,Secundario completo,Si,18 a 24,Aprobado
L-2025-1821,M,Quilmes,38,"4,97",Empleo informal,Primario completo,Si,55 y más,Desaprobado
L-2025-1822,M,La Plata,34,"8,61",Ama de casa / tareas de cuidado,Terciario en curso,Si,45 a 54,Aprobado
L-2025-1823,F,Avellaneda,36,"5,79",Empleo informal,Secundario incompleto,Si,35 a 44,Desaprobado
L-2025-1824,M,Merlo,22,"4,95",Empleado en relación de dependencia,Secundario completo,Si,55 y más,Desaprobado
L-2025-1825,F,Quilmes,17,"7,87",Empleado en relación de dependencia,Universitario completo,Si,25 a 34,Aprobado
L-2025-1826,F,Almirante Brown,38,"4,31",Empleado en relación de dependencia,Secundario completo,Si,35 a 44,Desaprobado
L-2025-1827,M,Almirante Brown,34,"6,72",Desempleado,Secundario completo,No,55 y más,Aprobado
L-2025-1828,F,Merlo,33,"7,64",Ama de casa / tareas de cuidado,Terciario completo,Si,25 a 34,Aprobado
L-2025-1829,F,General San Martín,33,"5,41",Empleado en relación de dependencia,Secundario incompleto,Si,18 a 24,Desaprobado
L-2025-1830,F,Merlo,33,"5,33",Ama de casa / tareas de cuidado,Terciario en curso,Si,18 a 24,Desaprobado
L-2025-1831,M,Lanús,37,"8,03",Desempleado,Sin escolaridad formal,No,25 a 34,Aprobado
L-2025-1832,F,La Plata,34,"5,69",Monotributista / independiente,Terciario completo,Si,55 y más,Desaprobado
L-2025-1833,M,La Plata,36,"9,03",Desempleado,Universitario incompleto,Si,45 a 54,Destacado
L-2025-1834,M,Quilmes,35,"6,55",Empleo informal,Secundario completo,Si,18 a 24,Aprobado
L-2025-1835,F,Mar del Plata,38,"9,64",Ama de casa / tareas de cuidado,Universitario completo,Si,25 a 34,Destacado
L-2025-1836,M,General San Martín,16,"8,51",Empleado en relación de dependencia,Secundario incompleto,No,25 a 34,Aprobado
L-2025-1837,F,La Plata,38,"7,74",Empleado en relación de dependencia,Universitario incompleto,No,45 a 54,Aprobado
L-2025-1838,F,La Plata,33,"4,46",Monotributista / independiente,Secundario incompleto,No,25 a 34,Destacado
L-2025-1839,M,Mar del Plata,31,"7,39",Empleado en relación de dependencia,Secundario completo,Si,35 a 44,Aprobado
L-2025-1840,M,La Plata,38,"5,30",No declara,Universitario incompleto,Si,35 a 44,Desaprobado
L-2025-1841,F,La Matanza,35,"6,62",Desempleado,Secundario incompleto,Si,55 y más,Aprobado
L-2025-1842,M,General San Martín,36,"8,57",Ama de casa / tareas de cuidado,Secundario completo,No,25 a 34,Aprobado
L-2025-1843,M,La Matanza,34,"5,35",Desempleado,Universitario completo,No,35 a 44,Desaprobado
L-2025-1844,F,Mar del Plata,20,"8,02",Ama de casa / tareas de cuidado,Universitario incompleto,No,25 a 34,Aprobado
L-2025-1845,F,Lomas de Zamora,34,"6,85",Trabajos esporádicos,Secundario completo,Si,35 a 44,Aprobado
L-2025-1846,F,Mar del Plata,35,"5,03",Monotributista / independiente,Secundario incompleto,Si,18 a 24,Desaprobado
L-2025-1847,F,Lomas de Zamora,34,"8,24",Empleado en relación de dependencia,Universitario incompleto,Si,25 a 34,Aprobado
L-2025-1848,M,Mar del Plata,35,"6,29",Empleo informal,Universitario completo,No,45 a 54,Aprobado
L-2025-1849,F,General San Martín,37,"7,81",Monotributista / independiente,Secundario completo,Si,25 a 34,Aprobado
L-2025-1850,F,La Matanza,36,"8,43",Monotributista / independiente,Universitario incompleto,Si,25 a 34,Aprobado
L-2025-1851,F,Quilmes,39,"3,84",Monotributista / independiente,Secundario completo,Si,55 y más,Desaprobado
L-2025-1852,M,La Matanza,34,"7,99",Desempleado,Terciario en curso,Si,25 a 34,Aprobado
L-2025-1853,F,La Matanza,36,"3,82",Empleado en relación de dependencia,Secundario incompleto,Si,35 a 44,Desaprobado
L-2025-1854,M,Quilmes,37,"6,29",Monotributista / independiente,Sin escolaridad formal,No,35 a 44,Aprobado
L-2025-1855,F,La Matanza,22,"4,12",Ama de casa / tareas de cuidado,Secundario incompleto,Si,45 a 54,Destacado
L-2025-1856,M,Lomas de Zamora,35,"8,81",Empleado en relación de dependencia,Terciario completo,Si,25 a 34,Aprobado
L-2025-1857,M,Lomas de Zamora,32,"9,65",Monotributista / independiente,Terciario en curso,Si,45 a 54,Destacado
L-2025-1858,F,Lomas de Zamora,35,"5,81",Desempleado,Secundario completo,No,35 a 44,Desaprobado
L-2025-1859,M,Lomas de Zamora,37,"5,56",Desempleado,Primario completo,Si,45 a 54,Aprobado
L-2025-1860,F,La Plata,36,"9,83",Desempleado,Terciario en curso,Si,25 a 34,Destacado
L-2025-1861,M,Mar del Plata,35,"7,00",Ama de casa / tareas de cuidado,Primario incompleto,Si,25 a 34,Aprobado
L-2025-1862,M,Avellaneda,35,"9,38",Desempleado,Universitario completo,Si,25 a 34,Destacado
L-2025-1863,M,La Plata,34,"3,61",Empleado en relación de dependencia,Secundario incompleto,Si,35 a 44,Desaprobado
L-2025-1864,M,Mar del Plata,33,"4,46",Empleado en relación de dependencia,Sin escolaridad formal,Si,18 a 24,Aprobado
L-2025-1865,M,Almirante Brown,33,"8,06",Monotributista / independiente,Secundario completo,Si,25 a 34,Aprobado
L-2025-1866,F,La Matanza,34,"9,19",Ama de casa / tareas de cuidado,Secundario completo,Si,25 a 34,Destacado
L-2025-1867,M,Almirante Brown,33,"6,53",Desempleado,Secundario completo,Si,35 a 44,Aprobado
L-2025-1868,F,La Matanza,37,"6,26",Monotributista / independiente,Terciario en curso,Si,55 y más,Aprobado
L-2025-1869,M,La Plata,33,"7,38",Empleo informal,Terciario en curso,Si,25 a 34,Aprobado
L-2025-1870,M,Merlo,18,"7,01",Ama de casa / tareas de cuidado,Secundario completo,Si,25 a 34,Aprobado
L-2025-1871,M,La Plata,34,"5,40",Empleado en relación de dependencia,Primario completo,No,25 a 34,Aprobado
L-2025-1872,F,La Plata,39,"6,58",No declara,Secundario completo,Si,18 a 24,Aprobado
L-2025-1873,F,Almirante Brown,32,"8,36",Ama de casa / tareas de cuidado,Universitario incompleto,Si,45 a 54,Aprobado
L-2025-1874,M,Avellaneda,36,"8,77",Monotributista / independiente,Secundario completo,Si,25 a 34,Aprobado
L-2025-1875,F,La Plata,34,"8,46",Empleado en relación de dependencia,Primario completo,Si,25 a 34,Aprobado
L-2025-1876,M,La Plata,33,"8,99",Empleado en relación de dependencia,Terciario completo,Si,25 a 34,Aprobado
L-2025-1877,F,General San Martín,37,"8,61",Desempleado,Universitario incompleto,No,25 a 34,Aprobado
L-2025-1878,F,Lomas de Zamora,35,"8,75",Empleado en relación de dependencia,Secundario incompleto,Si,45 a 54,Aprobado
L-2025-1879,F,La Plata,16,"5,58",Ama de casa / tareas de cuidado,Primario completo,Si,55 y más,Desaprobado
L-2025-1880,F,Quilmes,18,"3,88",Empleado en relación de dependencia,Secundario completo,Si,55 y más,Desaprobado
L-2025-1881,F,Mar del Plata,34,"5,18",Empleo informal,Secundario completo,No,55 y más,Desaprobado
L-2025-1882,M,Avellaneda,39,"7,19",Empleo informal,Secundario incompleto,Si,55 y más,Aprobado
L-2025-1883,M,Avellaneda,37,"8,32",Monotributista / independiente,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-1884,M,Lanús,36,"5,69",Monotributista / independiente,Secundario incompleto,Si,35 a 44,Desaprobado
L-2025-1885,F,La Matanza,35,"5,53",Empleo informal,Secundario incompleto,Si,55 y más,Desaprobado
L-2025-1886,F,Merlo,32,"8,94",Trabajos esporádicos,Universitario completo,No,25 a 34,Aprobado
L-2025-1887,M,La Plata,36,"8,86",Desempleado,Secundario completo,Si,25 a 34,Aprobado
L-2025-1888,F,La Plata,33,"8,10",Desempleado,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-1889,M,Almirante Brown,32,"8,00",Empleado en relación de dependencia,Secundario completo,No,25 a 34,Aprobado
L-2025-1890,M,Almirante Brown,18,"8,14",Empleado en relación de dependencia,Secundario incompleto,Si,45 a 54,Aprobado
L-2025-1891,M,Almirante Brown,30,"5,57",Empleado en relación de dependencia,Sin escolaridad formal,Si,35 a 44,Desaprobado
L-2025-1892,M,La Plata,30,"5,53",No declara,Secundario completo,Si,35 a 44,Desaprobado
L-2025-1893,F,La Plata,35,"8,42",Monotributista / independiente,Secundario completo,Si,25 a 34,Aprobado
L-2025-1894,M,Avellaneda,20,"7,52",Empleado en relación de dependencia,Secundario completo,Si,25 a 34,Aprobado
L-2025-1895,M,La Matanza,37,"6,36",Desempleado,Secundario completo,Si,35 a 44,Aprobado
L-2025-1896,M,Mar del Plata,33,"4,26",Empleo informal,Primario completo,Si,35 a 44,Desaprobado
L-2025-1897,M,Lanús,35,"8,06",Empleo informal,Universitario incompleto,Si,18 a 24,Aprobado
L-2025-1898,F,Quilmes,33,"8,85",Empleado en relación de dependencia,Secundario incompleto,Si,45 a 54,Aprobado
L-2025-1899,M,La Matanza,39,"9,92",Desempleado,Universitario incompleto,Si,25 a 34,Destacado
L-2025-1900,M,General San Martín,35,"7,96",Empleado en relación de dependencia,Secundario incompleto,Si,18 a 24,Aprobado
L-2025-1901,M,La Plata,33,"5,28",Empleado en relación de dependencia,Primario incompleto,No,35 a 44,Desaprobado
L-2025-1902,F,Quilmes,39,"5,25",Empleo informal,Secundario incompleto,Si,35 a 44,Desaprobado
L-2025-1903,F,La Matanza,15,"9,96",Empleado en relación de dependencia,Universitario incompleto,Si,25 a 34,Destacado
L-2025-1904,F,Merlo,20,"8,20",Empleado en relación de dependencia,Secundario completo,Si,35 a 44,Aprobado
L-2025-1905,M,Avellaneda,33,"6,45",Desempleado,Secundario completo,No,18 a 24,Aprobado
L-2025-1906,F,Mar del Plata,34,"7,97",Monotributista / independiente,Terciario en curso,Si,25 a 34,Aprobado
L-2025-1907,F,La Plata,35,"2,03",Empleo informal,Terciario en curso,Si,55 y más,Desaprobado
L-2025-1908,M,La Plata,33,"7,49",Ama de casa / tareas de cuidado,Secundario completo,Si,18 a 24,Aprobado
L-2025-1909,M,Quilmes,33,"5,94",Trabajos esporádicos,Secundario completo,No,35 a 44,Desaprobado
L-2025-1910,F,Avellaneda,38,"9,13",Empleo informal,Universitario incompleto,Si,25 a 34,Destacado
L-2025-1911,F,Merlo,36,"7,73",Monotributista / independiente,Secundario completo,Si,25 a 34,Aprobado
L-2025-1912,M,La Plata,33,"9,70",Desempleado,Secundario completo,Si,45 a 54,Destacado
L-2025-1913,M,Merlo,36,"9,43",Empleo informal,Secundario completo,Si,25 a 34,Destacado
L-2025-1914,F,La Matanza,33,"9,22",Empleado en relación de dependencia,Terciario en curso,Si,25 a 34,Destacado
L-2025-1915,F,Almirante Brown,36,"8,16",Desempleado,Primario completo,Si,25 a 34,Destacado
L-2025-1916,F,Almirante Brown,39,"5,09",Empleo informal,Primario completo,No,55 y más,Desaprobado
L-2025-1917,F,La Matanza,34,"4,37",Desempleado,Terciario en curso,Si,18 a 24,Desaprobado
L-2025-1918,M,Almirante Brown,33,"7,77",Empleado en relación de dependencia,Secundario completo,Si,45 a 54,Aprobado
L-2025-1919,F,La Matanza,32,"6,78",Empleado en relación de dependencia,Secundario completo,Si,18 a 24,Aprobado
L-2025-1920,F,Almirante Brown,32,"5,19",Monotributista / independiente,Secundario incompleto,Si,35 a 44,Desaprobado
L-2025-1921,M,Mar del Plata,32,"5,98",Empleado en relación de dependencia,Terciario completo,No,18 a 24,Desaprobado
L-2025-1922,F,General San Martín,38,"6,34",Empleado en relación de dependencia,Secundario completo,Si,25 a 34,Aprobado
L-2025-1923,M,Lanús,35,"8,58",No declara,Secundario incompleto,Si,45 a 54,Aprobado
L-2025-1924,F,La Matanza,35,"5,44",Empleado en relación de dependencia,Secundario completo,No,35 a 44,Desaprobado
L-2025-1925,F,La Matanza,36,"4,27",Desempleado,Sin escolaridad formal,Si,35 a 44,Aprobado
L-2025-1926,M,La Plata,39,"8,33",Monotributista / independiente,Secundario completo,Si,25 a 34,Aprobado
L-2025-1927,M,La Plata,30,"4,42",Monotributista / independiente,Secundario incompleto,Si,25 a 34,Destacado
L-2025-1928,F,Mar del Plata,34,"7,75",Empleado en relación de dependencia,Secundario completo,No,25 a 34,Aprobado
L-2025-1929,M,Mar del Plata,33,"8,21",Desempleado,Primario completo,Si,25 a 34,Destacado
L-2025-1930,F,Mar del Plata,33,"5,92",Empleado en relación de dependencia,Terciario en curso,No,35 a 44,Desaprobado
L-2025-1931,M,Avellaneda,36,"7,65",Empleado en relación de dependencia,Secundario completo,Si,25 a 34,Aprobado
L-2025-1932,F,Mar del Plata,36,"7,59",Empleado en relación de dependencia,Secundario completo,Si,35 a 44,Aprobado
L-2025-1933,M,Almirante Brown,35,"7,01",Desempleado,Secundario completo,Si,35 a 44,Aprobado
L-2025-1934,F,Lanús,37,"3,14",Empleo informal,Secundario completo,No,35 a 44,Desaprobado
L-2025-1935,M,Lomas de Zamora,23,"5,87",Ama de casa / tareas de cuidado,Secundario incompleto,Si,35 a 44,Desaprobado
L-2025-1936,F,Mar del Plata,35,"7,36",No declara,Secundario completo,Si,25 a 34,Aprobado
L-2025-1937,F,Lomas de Zamora,37,"5,34",Desempleado,Secundario completo,Si,18 a 24,Desaprobado
L-2025-1938,F,Lanús,37,"7,46",No declara,Secundario completo,Si,45 a 54,Aprobado
L-2025-1939,F,Lomas de Zamora,36,"9,65",Monotributista / independiente,Terciario en curso,Si,25 a 34,Destacado
L-2025-1940,M,La Plata,36,"5,98",No declara,Universitario incompleto,Si,35 a 44,Desaprobado
L-2025-1941,M,Mar del Plata,30,"6,21",Empleo informal,Primario incompleto,Si,18 a 24,Aprobado
L-2025-1942,M,Lomas de Zamora,36,"7,61",Empleado en relación de dependencia,Primario completo,Si,18 a 24,Aprobado
L-2025-1943,F,Lanús,36,"9,46",Monotributista / independiente,Secundario completo,Si,55 y más,Destacado
L-2025-1944,F,Lomas de Zamora,35,"6,94",Empleado en relación de dependencia,Terciario en curso,Si,35 a 44,Aprobado
L-2025-1945,F,La Plata,38,"9,52",Empleado en relación de dependencia,Secundario incompleto,Si,45 a 54,Destacado
L-2025-1946,F,Mar del Plata,34,"5,78",Ama de casa / tareas de cuidado,Universitario incompleto,No,55 y más,Desaprobado
